,City,Name,Score,Link,Pets,Price
291,Lisabon,Be Lisbon Hostel Intendente,9.1,https://www.booking.com/hotel/pt/torel-palace.en-gb.html,Pets are not allowed.,49
292,Lisabon,SANA Malhoa Hotel,8.6,https://www.booking.com/hotel/pt/jupiter-lisboa.en-gb.html,Pets are not allowed.,134
293,Lisabon,Heritage Avenida Liberdade - Lisbon Heritage Collection,9.2,https://www.booking.com/hotel/pt/the-lumiares.en-gb.html,Pets are not allowed.,214
294,Lisabon,Oriente DNA Studios,8.3,https://www.booking.com/hotel/pt/radisson-sas.en-gb.html,Pets are not allowed.,43
295,Lisabon,Montebelo Lx Dwt Apartments,9.8,https://www.booking.com/hotel/pt/tryp-lisboa-aeroporto.en-gb.html,Pets are allowed. Charges may be applicable.,88
296,Lisabon,Residentas São Pedro,9.4,https://www.booking.com/hotel/pt/upon-lisbon-residences.en-gb.html,Pets are not allowed.,191
297,Lisabon,TRYP Lisboa Oriente Hotel,8.4,https://www.booking.com/hotel/pt/memmo-principe-real.en-gb.html,Pets are not allowed.,113
298,Lisabon,Wallis Apartments,8.4,https://www.booking.com/hotel/pt/chiado-arty-flats.en-gb.html,Pets are not allowed.,69
299,Lisabon,Golden Tram 242 Lisbonne Hostel,7.9,https://www.booking.com/hotel/pt/empire-lisbon.en-gb.html,Pets are not allowed.,35
300,Lisabon,The Postcard Avenue,9.1,https://www.booking.com/hotel/pt/lux-lisboa-park.en-gb.html,Pets are not allowed.,64
301,Lisabon,SANA Malhoa Hotel,8.6,https://www.booking.com/hotel/pt/hotelmundial.en-gb.html,Pets are not allowed.,134
304,Lisabon,As Janelas Verdes - Lisbon Heritage Collection,9.2,https://www.booking.com/hotel/pt/the-one-palacio-da-anunciada.en-gb.html,Pets are allowed on request. Charges may be applicable.,173
305,Lisabon,Residentas São Pedro,9.4,https://www.booking.com/hotel/pt/lisbon-short-stay-apartments-baixa.en-gb.html,Pets are not allowed.,191
306,Lisabon,O Jardim da Tessa,8.5,https://www.booking.com/hotel/pt/clarion-suites-lisboa.en-gb.html,Pets are not allowed.,77
307,Lisabon,Lisbon Inn Bica Suites,7.4,https://www.booking.com/hotel/pt/portugal-boutique.en-gb.html,Pets are not allowed.,54
308,Lisabon,Residentas Aurea,9.5,https://www.booking.com/hotel/pt/turim-boulevard.en-gb.html,Pets are not allowed.,203
309,Lisabon,Lisbon Calling,8.7,https://www.booking.com/hotel/pt/da-baixa.en-gb.html,Pets are not allowed.,55
310,Lisabon,This Is Lisbon Hostel,8.7,https://www.booking.com/hotel/pt/tempo-flh-hotels-lisboa.en-gb.html,Pets are not allowed.,60
311,Lisabon,Sant Jordi Hostels Lisbon,9.2,https://www.booking.com/hotel/pt/lisboa-pessoa.en-gb.html,Pets are not allowed.,65
312,Lisabon,Hub New Lisbon Hostel,8.2,https://www.booking.com/hotel/pt/porto-bay-liberdade.en-gb.html,Pets are not allowed.,47
313,Lisabon,Hub Lisbon Patio Hostel,8.1,https://www.booking.com/hotel/pt/iberostar-lisboa.en-gb.html,Pets are not allowed.,42
314,Lisabon,Residencial Florescente,8.4,https://www.booking.com/hotel/pt/tvlisboalisboa.en-gb.html,Pets are allowed. Charges may be applicable.,58
315,Lisabon,NH Lisboa Campo Grande,8.3,https://www.booking.com/hotel/pt/rossio-garden.en-gb.html,Pets are not allowed.,78
316,Lisabon,4U Lisbon II Guesthouse,7.7,https://www.booking.com/hotel/pt/torel-palace.en-gb.html,Pets are not allowed.,39
317,Lisabon,Like Home - Santos,8.8,https://www.booking.com/hotel/pt/jupiter-lisboa.en-gb.html,Pets are not allowed.,58
318,Lisabon,Solar Dos Mouros,9.0,https://www.booking.com/hotel/pt/the-lumiares.en-gb.html,Pets are not allowed.,123
319,Lisabon,Lisbon Arsenal Suites,7.6,https://www.booking.com/hotel/pt/radisson-sas.en-gb.html,Pets are not allowed.,86
320,Lisabon,The ART INN Lisbon,8.7,https://www.booking.com/hotel/pt/tryp-lisboa-aeroporto.en-gb.html,Pets are allowed. Charges may be applicable.,1
321,Lisabon,Blue Bairro Guesthouse,8.1,https://www.booking.com/hotel/pt/upon-lisbon-residences.en-gb.html,Pets are not allowed.,34
322,Lisabon,White House Lisbon Hostel,7.5,https://www.booking.com/hotel/pt/memmo-principe-real.en-gb.html,Pets are not allowed.,52
323,Lisabon,behotelisboa,8.8,https://www.booking.com/hotel/pt/chiado-arty-flats.en-gb.html,Pets are not allowed.,68
324,Lisabon,7 Seas 3 Hostel,4.4,https://www.booking.com/hotel/pt/empire-lisbon.en-gb.html,Pets are not allowed.,18
325,Lisabon,Dalma Old Town Suites,9.1,https://www.booking.com/hotel/pt/lux-lisboa-park.en-gb.html,Pets are not allowed.,94
326,Lisabon,The Independente Hostel & Suites,8.7,https://www.booking.com/hotel/pt/hotelmundial.en-gb.html,Pets are not allowed.,159
327,Lisabon,Martinhal Lisbon Chiado,9.4,https://www.booking.com/hotel/pt/h10-duque-de-loule.en-gb.html,Pets are not allowed.,285
329,Lisabon,Lost Lisbon :: Cais House,8.8,https://www.booking.com/hotel/pt/the-one-palacio-da-anunciada.en-gb.html,Pets are allowed on request. Charges may be applicable.,69
330,Lisabon,Hotel Dom Carlos Park,8.3,https://www.booking.com/hotel/pt/lisbon-short-stay-apartments-baixa.en-gb.html,Pets are not allowed.,135
331,Lisabon,Stay Hotel Lisboa Centro Saldanha,8.6,https://www.booking.com/hotel/pt/clarion-suites-lisboa.en-gb.html,Pets are not allowed.,49
332,Lisabon,Garden Rooftop by Imperium,7.8,https://www.booking.com/hotel/pt/portugal-boutique.en-gb.html,Pets are not allowed.,95
333,Lisabon,Albergaria Senhora do Monte,8.6,https://www.booking.com/hotel/pt/turim-boulevard.en-gb.html,Pets are not allowed.,58
334,Lisabon,Palacete Chafariz Del Rei,9.1,https://www.booking.com/hotel/pt/da-baixa.en-gb.html,Pets are not allowed.,398
335,Lisabon,My Home In The City,8.9,https://www.booking.com/hotel/pt/tempo-flh-hotels-lisboa.en-gb.html,Pets are not allowed.,54
336,Lisabon,Anjos 44 Lisbon Apartments,8.6,https://www.booking.com/hotel/pt/lisboa-pessoa.en-gb.html,Pets are not allowed.,145
337,Lisabon,Lisbon Garden Boutique Guest House,8.7,https://www.booking.com/hotel/pt/porto-bay-liberdade.en-gb.html,Pets are not allowed.,34
338,Lisabon,The Lisboans Apartments,9.5,https://www.booking.com/hotel/pt/iberostar-lisboa.en-gb.html,Pets are not allowed.,224
339,Lisabon,The Twenties 20`s by TRIUS Hotels,8.2,https://www.booking.com/hotel/pt/tvlisboalisboa.en-gb.html,Pets are allowed. Charges may be applicable.,66
340,Lisabon,Welcome House - Self Service,6.6,https://www.booking.com/hotel/pt/rossio-garden.en-gb.html,Pets are not allowed.,27
341,Lisabon,Lisbon Airport Hostel,7.9,https://www.booking.com/hotel/pt/torel-palace.en-gb.html,Pets are not allowed.,74
342,Lisabon,LV Premier Apartments Chiado- CH,8.8,https://www.booking.com/hotel/pt/jupiter-lisboa.en-gb.html,Pets are not allowed.,111
343,Lisabon,Silk Lisbon,8.8,https://www.booking.com/hotel/pt/the-lumiares.en-gb.html,Pets are not allowed.,59
344,Lisabon,Raw Culture Art & Lofts Bairro Alto,9.3,https://www.booking.com/hotel/pt/radisson-sas.en-gb.html,Pets are not allowed.,229
345,Lisabon,Inn-Chiado Restauradores Prime Suites,8.3,https://www.booking.com/hotel/pt/tryp-lisboa-aeroporto.en-gb.html,Pets are allowed. Charges may be applicable.,47
346,Lisabon,Páteo Saudade Lofts Marquês,8.0,https://www.booking.com/hotel/pt/upon-lisbon-residences.en-gb.html,Pets are not allowed.,84
347,Lisabon,Residencial Horizonte,7.6,https://www.booking.com/hotel/pt/memmo-principe-real.en-gb.html,Pets are not allowed.,64
348,Lisabon,Hotel Britania - Lisbon Heritage Collection,9.5,https://www.booking.com/hotel/pt/chiado-arty-flats.en-gb.html,Pets are not allowed.,203
349,Lisabon,Frutaria - Lisbon Suites,7.7,https://www.booking.com/hotel/pt/empire-lisbon.en-gb.html,Pets are not allowed.,73
350,Lisabon,Hotel Britania - Lisbon Heritage Collection,9.5,https://www.booking.com/hotel/pt/lux-lisboa-park.en-gb.html,Pets are not allowed.,203
351,Lisabon,Frutaria - Lisbon Suites,7.7,https://www.booking.com/hotel/pt/hotelmundial.en-gb.html,Pets are not allowed.,73
352,Lisabon,Boutique Telhal 89,9.0,https://www.booking.com/hotel/pt/h10-duque-de-loule.en-gb.html,Pets are not allowed.,74
353,Lisabon,Alegria by Central Hill Apartments,9.0,https://www.booking.com/hotel/pt/corpo-santo.en-gb.html,Pets are not allowed.,259
354,Lisabon,Welcome Guest House,7.8,https://www.booking.com/hotel/pt/the-one-palacio-da-anunciada.en-gb.html,Pets are allowed on request. Charges may be applicable.,39
355,Lisabon,Hotel Capital,8.2,https://www.booking.com/hotel/pt/lisbon-short-stay-apartments-baixa.en-gb.html,Pets are not allowed.,61
356,Lisabon,FADO Bairro Alto - SSs Apartments,8.8,https://www.booking.com/hotel/pt/clarion-suites-lisboa.en-gb.html,Pets are not allowed.,84
358,Lisabon,Quinta Colina by Shiadu,9.1,https://www.booking.com/hotel/pt/turim-boulevard.en-gb.html,Pets are not allowed.,61
359,Lisabon,SK LISBOA Villa Hostel,9.5,https://www.booking.com/hotel/pt/da-baixa.en-gb.html,Pets are not allowed.,77
360,Lisabon,Lisboa Prata Boutique Hotel,8.6,https://www.booking.com/hotel/pt/tempo-flh-hotels-lisboa.en-gb.html,Pets are not allowed.,85
361,Lisabon,The 7 Hotel,8.8,https://www.booking.com/hotel/pt/lisboa-pessoa.en-gb.html,Pets are not allowed.,134
362,Lisabon,Music Hall Lisbon Hostel,8.1,https://www.booking.com/hotel/pt/porto-bay-liberdade.en-gb.html,Pets are not allowed.,46
364,Lisabon,Olissippo Castelo,8.8,https://www.booking.com/hotel/pt/tvlisboalisboa.en-gb.html,Pets are allowed. Charges may be applicable.,149
365,Lisabon,SANA Metropolitan Hotel,8.3,https://www.booking.com/hotel/pt/rossio-garden.en-gb.html,Pets are not allowed.,127
366,Lisabon,Rossio Hostel,8.1,https://www.booking.com/hotel/pt/torel-palace.en-gb.html,Pets are not allowed.,66
367,Lisabon,City Center Guest House,8.0,https://www.booking.com/hotel/pt/jupiter-lisboa.en-gb.html,Pets are not allowed.,40
368,Lisabon,Lisbon Airport Charming Rooms,8.3,https://www.booking.com/hotel/pt/the-lumiares.en-gb.html,Pets are not allowed.,112
369,Lisabon,Dias e Dominguez,6.4,https://www.booking.com/hotel/pt/radisson-sas.en-gb.html,Pets are not allowed.,38
370,Lisabon,Divine House of Graça,7.8,https://www.booking.com/hotel/pt/tryp-lisboa-aeroporto.en-gb.html,Pets are allowed. Charges may be applicable.,28
371,Lisabon,Lisbon Calling Rooms & Studio,8.8,https://www.booking.com/hotel/pt/upon-lisbon-residences.en-gb.html,Pets are not allowed.,61
372,Lisabon,Casas na Portuguesa - BRAND NEW! Bica * Chiado,9.3,https://www.booking.com/hotel/pt/memmo-principe-real.en-gb.html,Pets are not allowed.,152
373,Lisabon,Yes Lisbon Hostel,9.3,https://www.booking.com/hotel/pt/chiado-arty-flats.en-gb.html,Pets are not allowed.,268
374,Lisabon,The Color | Suites & Rooms,7.8,https://www.booking.com/hotel/pt/empire-lisbon.en-gb.html,Pets are not allowed.,39
375,Lisabon,Delicious Hours ALFAMA Apartments,8.9,https://www.booking.com/hotel/pt/lux-lisboa-park.en-gb.html,Pets are not allowed.,83
376,Lisabon,MyPlace - Lisbon - Alfama,8.2,https://www.booking.com/hotel/pt/hotelmundial.en-gb.html,Pets are not allowed.,84
377,Lisabon,Hotel Dom Sancho I,8.0,https://www.booking.com/hotel/pt/h10-duque-de-loule.en-gb.html,Pets are not allowed.,137
378,Lisabon,The 7 Hotel,8.8,https://www.booking.com/hotel/pt/corpo-santo.en-gb.html,Pets are not allowed.,134
379,Lisabon,Bons Dias,8.5,https://www.booking.com/hotel/pt/the-one-palacio-da-anunciada.en-gb.html,Pets are allowed on request. Charges may be applicable.,34
380,Lisabon,Dare Lisbon House,9.5,https://www.booking.com/hotel/pt/lisbon-short-stay-apartments-baixa.en-gb.html,Pets are not allowed.,144
382,Lisabon,Angels Inn Guesthouse,8.4,https://www.booking.com/hotel/pt/portugal-boutique.en-gb.html,Pets are not allowed.,54
383,Lisabon,Help Yourself Hostels - Restelo,7.5,https://www.booking.com/hotel/pt/turim-boulevard.en-gb.html,Pets are not allowed.,21
384,Lisabon,Hostel Crespo,8.5,https://www.booking.com/hotel/pt/da-baixa.en-gb.html,Pets are not allowed.,49
385,Lisabon,Lisbon Sea suites - Lisbon boat,8.5,https://www.booking.com/hotel/pt/tempo-flh-hotels-lisboa.en-gb.html,Pets are not allowed.,79
386,Lisabon,Lisbon Airport Suites,7.9,https://www.booking.com/hotel/pt/lisboa-pessoa.en-gb.html,Pets are not allowed.,124
387,Lisabon,Memories of Lisbon,8.6,https://www.booking.com/hotel/pt/porto-bay-liberdade.en-gb.html,Pets are not allowed.,49
388,Lisabon,Magnolia Guesthouse,9.3,https://www.booking.com/hotel/pt/iberostar-lisboa.en-gb.html,Pets are not allowed.,67
389,Lisabon,Downtown Correeiros Apartments,8.7,https://www.booking.com/hotel/pt/tvlisboalisboa.en-gb.html,Pets are allowed. Charges may be applicable.,172
390,Lisabon,Sao Bento Best Apartments | Lisbon Best Apartments,9.4,https://www.booking.com/hotel/pt/rossio-garden.en-gb.html,Pets are not allowed.,152
392,Lisabon,Real Residência - Apartamentos Turísticos,8.5,https://www.booking.com/hotel/pt/jupiter-lisboa.en-gb.html,Pets are not allowed.,83
393,Lisabon,Otília Apartamentos,9.4,https://www.booking.com/hotel/pt/the-lumiares.en-gb.html,Pets are not allowed.,74
394,Lisabon,My Bairro Alto Suites,8.5,https://www.booking.com/hotel/pt/radisson-sas.en-gb.html,Pets are not allowed.,115
395,Lisabon,LX Sweet Home,9.0,https://www.booking.com/hotel/pt/tryp-lisboa-aeroporto.en-gb.html,Pets are allowed. Charges may be applicable.,129
396,Lisabon,Occidental Lisboa,8.5,https://www.booking.com/hotel/pt/upon-lisbon-residences.en-gb.html,Pets are not allowed.,100
397,Lisabon,Tings Lisbon,8.8,https://www.booking.com/hotel/pt/memmo-principe-real.en-gb.html,Pets are not allowed.,89
398,Lisabon,Romantic Apartment El Corte Inglês,8.8,https://www.booking.com/hotel/pt/chiado-arty-flats.en-gb.html,Pets are not allowed.,74
399,Lisabon,Guest House Guerra Junqueiro,8.7,https://www.booking.com/hotel/pt/empire-lisbon.en-gb.html,Pets are not allowed.,39
400,Lisabon,Marino Lisboa,9.2,https://www.booking.com/hotel/pt/lux-lisboa-park.en-gb.html,Pets are not allowed.,69
401,Lisabon,Rato by Central Hill Apartments,8.9,https://www.booking.com/hotel/pt/hotelmundial.en-gb.html,Pets are not allowed.,259
402,Lisabon,Pombalino Design Apartment in Baixa-Chiado,9.7,https://www.booking.com/hotel/pt/h10-duque-de-loule.en-gb.html,Pets are not allowed.,159
403,Lisabon,Mouraria Deluxe Apartments,8.1,https://www.booking.com/hotel/pt/corpo-santo.en-gb.html,Pets are not allowed.,68
404,Lisabon,4U Lisbon III Guest House,7.7,https://www.booking.com/hotel/pt/the-one-palacio-da-anunciada.en-gb.html,Pets are allowed on request. Charges may be applicable.,39
405,Lisabon,Hotel Dom João Lisboa,8.7,https://www.booking.com/hotel/pt/lisbon-short-stay-apartments-baixa.en-gb.html,Pets are not allowed.,63
406,Lisabon,Famous Crows Lisbon Suites,8.7,https://www.booking.com/hotel/pt/clarion-suites-lisboa.en-gb.html,Pets are not allowed.,64
407,Lisabon,Castilho House Cais,9.2,https://www.booking.com/hotel/pt/portugal-boutique.en-gb.html,Pets are not allowed.,77
408,Lisabon,Casas de Fado,8.2,https://www.booking.com/hotel/pt/turim-boulevard.en-gb.html,Pets are not allowed.,54
409,Lisabon,DoBairro suites at Bairro Alto,9.0,https://www.booking.com/hotel/pt/da-baixa.en-gb.html,Pets are not allowed.,101
410,Lisabon,Casas de São Bento,9.6,https://www.booking.com/hotel/pt/tempo-flh-hotels-lisboa.en-gb.html,Pets are not allowed.,84
411,Lisabon,Martim Moniz 28 Guest House,7.8,https://www.booking.com/hotel/pt/lisboa-pessoa.en-gb.html,Pets are not allowed.,44
412,Lisabon,Guest House Amoreiras,8.7,https://www.booking.com/hotel/pt/porto-bay-liberdade.en-gb.html,Pets are not allowed.,43
413,Lisabon,Lisbon Five Stars Apartments São Paulo 55,8.4,https://www.booking.com/hotel/pt/iberostar-lisboa.en-gb.html,Pets are not allowed.,409
416,Lisabon,Norte Guest House,7.4,https://www.booking.com/hotel/pt/torel-palace.en-gb.html,Pets are not allowed.,37
417,Lisabon,Casa de Hospedes Boa Noite,7.3,https://www.booking.com/hotel/pt/jupiter-lisboa.en-gb.html,Pets are not allowed.,34
418,Lisabon,Lisbonaccommodation,8.5,https://www.booking.com/hotel/pt/the-lumiares.en-gb.html,Pets are not allowed.,289
419,Lisabon,Guest House Guerra Junqueiro II,8.8,https://www.booking.com/hotel/pt/radisson-sas.en-gb.html,Pets are not allowed.,29
420,Lisabon,Train Lisbon Hostel,7.0,https://www.booking.com/hotel/pt/tryp-lisboa-aeroporto.en-gb.html,Pets are allowed. Charges may be applicable.,34
421,Lisabon,Apartamento Ideal 3,7.9,https://www.booking.com/hotel/pt/upon-lisbon-residences.en-gb.html,Pets are not allowed.,84
422,Lisabon,Hostel Benformoso,5.5,https://www.booking.com/hotel/pt/memmo-principe-real.en-gb.html,Pets are not allowed.,29
423,Lisabon,Be Lisbon Residence Laranjeiras,8.5,https://www.booking.com/hotel/pt/chiado-arty-flats.en-gb.html,Pets are not allowed.,48
425,Lisabon,Castilho House Cais,9.2,https://www.booking.com/hotel/pt/lux-lisboa-park.en-gb.html,Pets are not allowed.,77
426,Lisabon,Your Home in Palácio do Bairro Alto,8.3,https://www.booking.com/hotel/pt/hotelmundial.en-gb.html,Pets are not allowed.,124
427,Lisabon,Garcia Place,9.2,https://www.booking.com/hotel/pt/h10-duque-de-loule.en-gb.html,Pets are not allowed.,158
428,Lisabon,Castilho Terrace Deluxe,9.4,https://www.booking.com/hotel/pt/corpo-santo.en-gb.html,Pets are not allowed.,157
429,Lisabon,Apartments Center Bairro Alto,8.9,https://www.booking.com/hotel/pt/the-one-palacio-da-anunciada.en-gb.html,Pets are allowed on request. Charges may be applicable.,181
431,Lisabon,SwissLisbon Guest House,7.4,https://www.booking.com/hotel/pt/clarion-suites-lisboa.en-gb.html,Pets are not allowed.,33
435,Lisabon,Theorynomad AL Lisboa,7.6,https://www.booking.com/hotel/pt/tempo-flh-hotels-lisboa.en-gb.html,Pets are not allowed.,32
436,Lisabon,Castilho House,8.9,https://www.booking.com/hotel/pt/lisboa-pessoa.en-gb.html,Pets are not allowed.,77
437,Lisabon,Lisbon Hostel Terminal 4,8.4,https://www.booking.com/hotel/pt/porto-bay-liberdade.en-gb.html,Pets are not allowed.,69
438,Lisabon,Mesa e Casa Encantada,8.3,https://www.booking.com/hotel/pt/iberostar-lisboa.en-gb.html,Pets are not allowed.,73
439,Lisabon,Rossio Studios,8.6,https://www.booking.com/hotel/pt/tvlisboalisboa.en-gb.html,Pets are allowed. Charges may be applicable.,71
440,Lisabon,Lisbon Suite Home,7.6,https://www.booking.com/hotel/pt/rossio-garden.en-gb.html,Pets are not allowed.,39
442,Lisabon,Solar do Castelo - Lisbon Heritage Collection,9.2,https://www.booking.com/hotel/pt/jupiter-lisboa.en-gb.html,Pets are not allowed.,225
443,Lisabon,Bairro Alto Comfort Antero,9.9,https://www.booking.com/hotel/pt/the-lumiares.en-gb.html,Pets are not allowed.,247
444,Lisabon,Castle Inn Lisbon Apartments,9.2,https://www.booking.com/hotel/pt/radisson-sas.en-gb.html,Pets are not allowed.,90
445,Lisabon,Olissippo Saldanha,9.1,https://www.booking.com/hotel/pt/tryp-lisboa-aeroporto.en-gb.html,Pets are allowed. Charges may be applicable.,129
446,Lisabon,Pensao Residencial Estrela do Mondego,7.3,https://www.booking.com/hotel/pt/upon-lisbon-residences.en-gb.html,Pets are not allowed.,29
447,Lisabon,C&O Guest House Alcântara-Lisbon,8.9,https://www.booking.com/hotel/pt/memmo-principe-real.en-gb.html,Pets are not allowed.,49
448,Lisabon,Palácio SantAnna,8.1,https://www.booking.com/hotel/pt/chiado-arty-flats.en-gb.html,Pets are not allowed.,65
449,Lisabon,Apartamentos Tandem Palacio Alfama,9.4,https://www.booking.com/hotel/pt/empire-lisbon.en-gb.html,Pets are not allowed.,213
450,Lisabon,No Limit Alfama Guesthouse,8.3,https://www.booking.com/hotel/pt/lux-lisboa-park.en-gb.html,Pets are not allowed.,69
451,Lisabon,Rossio - Chiado | Lisbon Cheese & Wine Apartments,8.9,https://www.booking.com/hotel/pt/hotelmundial.en-gb.html,Pets are not allowed.,202
452,Lisabon,Redondo Residence,8.4,https://www.booking.com/hotel/pt/h10-duque-de-loule.en-gb.html,Pets are not allowed.,79
454,Lisabon,Olissippo Marques de Sa,8.8,https://www.booking.com/hotel/pt/the-one-palacio-da-anunciada.en-gb.html,Pets are allowed on request. Charges may be applicable.,112
455,Lisabon,Hotel DAH - Dom Afonso Henriques,8.2,https://www.booking.com/hotel/pt/lisbon-short-stay-apartments-baixa.en-gb.html,Pets are not allowed.,48
457,Lisabon,Hotel Dom Carlos Liberty,8.3,https://www.booking.com/hotel/pt/portugal-boutique.en-gb.html,Pets are not allowed.,135
458,Lisabon,Lisbon Palma Rooms,7.3,https://www.booking.com/hotel/pt/turim-boulevard.en-gb.html,Pets are not allowed.,39
459,Lisabon,Casa Boma Lisboa - Typical and Spacious Apartment - Lapa II,8.3,https://www.booking.com/hotel/pt/da-baixa.en-gb.html,Pets are not allowed.,166
460,Lisabon,Art Gallery Apartment,8.9,https://www.booking.com/hotel/pt/tempo-flh-hotels-lisboa.en-gb.html,Pets are not allowed.,132
461,Lisabon,Casa Do Vale - Ecotainer,7.4,https://www.booking.com/hotel/pt/lisboa-pessoa.en-gb.html,Pets are not allowed.,34
462,Lisabon,Royal City Lisbon,8.8,https://www.booking.com/hotel/pt/porto-bay-liberdade.en-gb.html,Pets are not allowed.,26
463,Lisabon,Residência Almirante,7.5,https://www.booking.com/hotel/pt/iberostar-lisboa.en-gb.html,Pets are not allowed.,39
466,Lisabon,Ritz & Freud Guest House,8.6,https://www.booking.com/hotel/pt/torel-palace.en-gb.html,Pets are not allowed.,60
467,Lisabon,LoveLisbonApartments Typical Portuguese Tiles,6.4,https://www.booking.com/hotel/pt/jupiter-lisboa.en-gb.html,Pets are not allowed.,134
468,Lisabon,Charming episode,6.0,https://www.booking.com/hotel/pt/the-lumiares.en-gb.html,Pets are not allowed.,39
469,Lisabon,Lisbon Top Hostel,7.6,https://www.booking.com/hotel/pt/radisson-sas.en-gb.html,Pets are not allowed.,49
470,Lisabon,Cosy Marques de Pombal Apartment,9.4,https://www.booking.com/hotel/pt/tryp-lisboa-aeroporto.en-gb.html,Pets are allowed. Charges may be applicable.,215
471,Lisabon,Lisbon Old Town Hostel,9.2,https://www.booking.com/hotel/pt/upon-lisbon-residences.en-gb.html,Pets are not allowed.,59
472,Lisabon,Terrace Lisbon Hostel,7.7,https://www.booking.com/hotel/pt/memmo-principe-real.en-gb.html,Pets are not allowed.,25
473,Lisabon,Lisbon Paradise,6.1,https://www.booking.com/hotel/pt/chiado-arty-flats.en-gb.html,Pets are not allowed.,38
474,Lisabon,Lisbon Secret,8.7,https://www.booking.com/hotel/pt/empire-lisbon.en-gb.html,Pets are not allowed.,93
475,Lisabon,Lisbon Secret,8.7,https://www.booking.com/hotel/pt/lux-lisboa-park.en-gb.html,Pets are not allowed.,93
477,Lisabon,The Postcard Lisbon,8.9,https://www.booking.com/hotel/pt/h10-duque-de-loule.en-gb.html,Pets are not allowed.,135
478,Lisabon,AL Belém 85,8.9,https://www.booking.com/hotel/pt/corpo-santo.en-gb.html,Pets are not allowed.,63
479,Lisabon,City Stays Alegria Apartments,8.5,https://www.booking.com/hotel/pt/the-one-palacio-da-anunciada.en-gb.html,Pets are allowed on request. Charges may be applicable.,193
480,Lisabon,Lar dois coracões,8.2,https://www.booking.com/hotel/pt/lisbon-short-stay-apartments-baixa.en-gb.html,Pets are not allowed.,47
481,Lisabon,LX 77,9.5,https://www.booking.com/hotel/pt/clarion-suites-lisboa.en-gb.html,Pets are not allowed.,94
482,Lisabon,O Artista Boutique Suites,9.5,https://www.booking.com/hotel/pt/portugal-boutique.en-gb.html,Pets are not allowed.,150
483,Lisabon,inCUBOS Apartments Santana,9.7,https://www.booking.com/hotel/pt/turim-boulevard.en-gb.html,Pets are not allowed.,120
484,Lisabon,Lisbon Poets Inn,8.3,https://www.booking.com/hotel/pt/da-baixa.en-gb.html,Pets are not allowed.,44
485,Lisabon,Home Out Rooms & Apartments,8.9,https://www.booking.com/hotel/pt/tempo-flh-hotels-lisboa.en-gb.html,Pets are not allowed.,60
486,Lisabon,Mosteiro - Lissabon Altstadt,8.6,https://www.booking.com/hotel/pt/lisboa-pessoa.en-gb.html,Pets are not allowed.,137
487,Lisabon,Restauradores by Central Hill Apartments,7.9,https://www.booking.com/hotel/pt/porto-bay-liberdade.en-gb.html,Pets are not allowed.,105
488,Lisabon,Santa Bica Eat Drink & Sleep,8.5,https://www.booking.com/hotel/pt/iberostar-lisboa.en-gb.html,Pets are not allowed.,109
489,Lisabon,Ey Lisbon Guesthouse,8.1,https://www.booking.com/hotel/pt/tvlisboalisboa.en-gb.html,Pets are allowed. Charges may be applicable.,58
491,Lisabon,Lisbon Budget Inn,6.5,https://www.booking.com/hotel/pt/torel-palace.en-gb.html,Pets are not allowed.,25
492,Lisabon,Tagus Life Apartment,9.2,https://www.booking.com/hotel/pt/jupiter-lisboa.en-gb.html,Pets are not allowed.,92
493,Lisabon,Studios with Mezzanine Rua da Moeda,9.7,https://www.booking.com/hotel/pt/the-lumiares.en-gb.html,Pets are not allowed.,172
494,Lisabon,Alma Moura Residences,9.0,https://www.booking.com/hotel/pt/radisson-sas.en-gb.html,Pets are not allowed.,105
495,Lisabon,Varandas de Lisboa - Tejo River Apartments & Rooms,9.2,https://www.booking.com/hotel/pt/tryp-lisboa-aeroporto.en-gb.html,Pets are allowed. Charges may be applicable.,94
496,Lisabon,Sky Beds Lisbon,8.0,https://www.booking.com/hotel/pt/upon-lisbon-residences.en-gb.html,Pets are not allowed.,72
497,Lisabon,Blue Budget Apartments Bairro Alto,7.4,https://www.booking.com/hotel/pt/memmo-principe-real.en-gb.html,Pets are not allowed.,94
498,Lisabon,Casa Boma Lisboa - Unique Apartment With Private Balcony And Panoramic Bridge View - Alcantara IV,9.4,https://www.booking.com/hotel/pt/chiado-arty-flats.en-gb.html,Pets are not allowed.,172
499,Lisabon,Unique Lisbon Rooms,8.4,https://www.booking.com/hotel/pt/empire-lisbon.en-gb.html,Pets are not allowed.,33
0,Paris,Hotel Trianon Rive Gauche,8.3,https://www.booking.com/hotel/fr/tour-eiffel.en-gb.html,Pets are allowed on request. Charges may be applicable.,107
1,Paris,Elysées Union,8.4,https://www.booking.com/hotel/fr/hyatt-regency-paris-etoile.en-gb.html,Pets are allowed on request. Charges may be applicable.,162
2,Paris,Résidence Charles Floquet,9.0,https://www.booking.com/hotel/fr/elyseesunion.en-gb.html,Pets are not allowed.,262
3,Paris,Elysées Ceramic,8.4,https://www.booking.com/hotel/fr/citizenm-paris-gare-de-lyon.en-gb.html,Pets are not allowed.,152
4,Paris,Citadines Saint-Germain-des-Prés Paris,8.3,https://www.booking.com/hotel/fr/lutetia-paris12.en-gb.html,Pets are allowed on request. Charges may be applicable.,180
